_id,id,text,label,,,,,,,,
ObjectId(5cb6f7ac5e7539387083e4b7),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/j7OZCZ1tuD,0,,,,,,,,
ObjectId(5cb6f7ac5e7539387083e4b9),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/6RNrOLlf7Z,0,,,,,,,,
ObjectId(5cb6f7ac5e7539387083e4bf),1.12E+18,"MEG continues Flood Advisory for Tennessee River at Savannah [TN] till Apr 19, 4:58 PM CDT https://t.co/4jv6tpiOhg",0,,,,,,,,
ObjectId(5cb6f7ac5e7539387083e4c1),1.12E+18,"MEG continues Flood Advisory for Tennessee River at Savannah [TN] till Apr 19, 4:58 PM CDT https://t.co/lruepBDJh2",0,,,,,,,,
ObjectId(5cb6f7ac5e7539387083e4c5),1.12E+18,"MEG continues Flood Advisory for Mississippi River at Helena [AR] till Apr 27, 8:30 PM CDT https://t.co/t3VD4DccOF",0,,,,,,,,
ObjectId(5cb6f7ac5e7539387083e4c7),1.12E+18,"MEG continues Flood Advisory for Mississippi River at Helena [AR] till Apr 27, 8:30 PM CDT https://t.co/Nl31gK5J7v",0,,,,,,,,
ObjectId(5cb6f7ac5e7539387083e4c9),1.12E+18,"MEG continues Flood Advisory for Mississippi River at Helena [AR] till Apr 27, 8:30 PM CDT https://t.co/BHVvCayWHm",0,,,,,,,,
ObjectId(5cb6f7ac5e7539387083e4cb),1.12E+18,SHV cancels Flood Warning for Neches River near Alto [TX] https://t.co/2TlQqJ33HO,0,,,,,,,,
ObjectId(5cb6f7ac5e7539387083e4cd),1.12E+18,SHV cancels Flood Warning for Neches River near Alto [TX] https://t.co/CzqfrazRMl,0,,,,,,,,
ObjectId(5cb6f7ac5e7539387083e4cf),1.12E+18,SHV cancels Flood Warning for Neches River near Alto [TX] https://t.co/LiHrZ7C2OM,0,,,,,,,,
ObjectId(5cb6f7ac5e7539387083e4d2),1.12E+18,SHV cancels Flood Warning for Neches River near Alto [TX] https://t.co/pxIuiAJoVc,0,,,,,,,,
ObjectId(5cb6f7ac5e7539387083e4d4),1.12E+18,SHV cancels Flood Warning for Neches River near Alto [TX] https://t.co/NZaLq9OXmc,0,,,,,,,,
ObjectId(5cb6f7ac5e7539387083e4d6),1.12E+18,SHV cancels Flood Warning for Neches River near Alto [TX] https://t.co/u3qEFtgrcc,0,,,,,,,,
ObjectId(5cb6f7ac5e7539387083e4d8),1.12E+18,"SHV issues Flood Warning valid at Apr 17, 5:00 PM CDT for Sabine River near Mineola [TX] till Apr 19, 7:00 PM CDT https://t.co/Yn0qzHzt7y",0,,,,,,,,
ObjectId(5cb6f7ac5e7539387083e4da),1.12E+18,"SHV issues Flood Warning valid at Apr 17, 5:00 PM CDT for Sabine River near Mineola [TX] till Apr 19, 7:00 PM CDT https://t.co/qOozbD11bd",0,,,,,,,,
ObjectId(5cb6f7ac5e7539387083e4dc),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/gJqBLZqoYF,0,,,,,,,,
ObjectId(5cb6f7ac5e7539387083e4de),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/r6Sa7aueCq,0,,,,,,,,
ObjectId(5cb6f7ac5e7539387083e4e0),1.12E+18,"CAR extends time of Flood Warning valid at Apr 17, 12:00 AM EDT for Mattawamkeag River above Mattawamkeag [ME] until further notice https://t.co/nGgxZI0EK6",0,,,,,,,,
ObjectId(5cb6f7ac5e7539387083e4e2),1.12E+18,"CAR extends time of Flood Warning valid at Apr 17, 12:00 AM EDT for Mattawamkeag River above Mattawamkeag [ME] until further notice https://t.co/SEWrt1FDlz",0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f058),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/6qwjNLmxBp,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f05b),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/c8OfGmU0H3,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f05f),1.12E+18,*** ALERT- Flood Warning issued April 16 at 1:03PM CDT until further notice by NWS ...The Flood Warning continues for the following streams in Kansas.. Big Blue River near Blue Rapids affecting Marshall County The Flood Warning continues for The Big Blue�?https://t.co/BQgwyn73Mk,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f062),1.12E+18,...The Flood Warning continues for the following streams in Kansas.. Big Blue River near Blue Rapids affecting Marshall Co https://t.co/LIyDTyrb9p,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f067),1.12E+18,GYX cancels Flood Warning for Kennebec River at Augusta [ME] https://t.co/PLP4HNweFf,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f06c),1.12E+18,GYX cancels Flood Warning for Kennebec River at Skowhegan [ME] https://t.co/MvEm6csKpY,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f06e),1.12E+18,GYX cancels Flood Warning for Kennebec River at Skowhegan [ME] https://t.co/8JIlHlQcd1,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f071),1.12E+18,GYX cancels Flood Warning for Kennebec River at Augusta [ME] https://t.co/eaglB1j6xi,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f074),1.12E+18,"GYX continues Flood Warning for Connecticut River near Dalton [NH] till Apr 18, 10:00 AM EDT https://t.co/U2ynbYSRiK",0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f076),1.12E+18,GYX cancels Flood Warning for Kennebec River at Skowhegan [ME] https://t.co/oiT9ZlwGxt,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f07b),1.12E+18,GYX cancels Flood Warning for Kennebec River at Skowhegan [ME] https://t.co/OTj7eQHrhi,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f07d),1.12E+18,GYX cancels Flood Warning for Kennebec River at Augusta [ME] https://t.co/iK79G5xHMv,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f07f),1.12E+18,"GYX continues Flood Warning for Connecticut River near Dalton [NH] till Apr 18, 10:00 AM EDT https://t.co/yOEh6EGJii",0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f082),1.12E+18,GYX cancels Flood Warning for Kennebec River at Augusta [ME] https://t.co/SMLx8LdI9a,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f085),1.12E+18,"GYX continues Flood Warning for Connecticut River near Dalton [NH] till Apr 18, 10:00 AM EDT https://t.co/bJ5ipIonzB",0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f089),1.12E+18,TOP continues Flood Warning for Big Blue River near Blue Rapids [KS] until further notice https://t.co/BD28CScjYH,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f08b),1.12E+18,TOP continues Flood Warning for Big Blue River near Blue Rapids [KS] until further notice https://t.co/emXefPPq8l,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f08d),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/2okWV48wqd,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f08f),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/lXXvAjtpvq,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f093),1.12E+18,A forecast suggests that the St. John River could reach flood stage in Fredericton and the surrounding area on Saturday: https://t.co/55ZtyMWAC0 https://t.co/4mRsgpWiK7,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f09b),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/sObn8l08PC,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0a1),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/snB6oMqFR5,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0a3),1.12E+18,River Info: JAMES R near COLUMBIA SD 1S is past crest and in MAJOR flood cat #CMBS2 #SDflood #SDwx https://t.co/fPS9EnBf33,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0a5),1.12E+18,A Flood Warning has been extended until further notice by the NWS. Issued for the James River at Richmond Westham.  At 11:30 today it was at 11.9 ft. Flood stage is at 12.0. It is predicted to be at the minor flood stage at 12.1 this afternoon. @CBS6 https://t.co/dS8SppCvmn,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0a7),1.12E+18,Red River @ Fargo is 29.38'. 11.38' above flood stage. -11.44' record crest. #fargo #fmflood,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0a9),1.12E+18,"Two guys got up early one morning recently to clean up after Platte River floodwaters near Schuyler, Nebraska receded recently. Parched from their flood fighting, the two found a refrigerator full of beer. https://t.co/e6Z2Y39KHg",0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0ab),1.12E+18,45 feet in 5 days!! https://t.co/DRam2BQBVn,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0af),1.12E+18,"Our latest observation has the Mississippi River below ""major"" flood stage for the first time since Feb. 26. The river has been above flood stage since Jan. 6--101 days--the third longest stretch on record. https://t.co/py4iNV5od0",0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0b1),1.12E+18,"In April 1957, the #SanGabrielRiver flooded after years of drought. The normal width of the river was about 200 yards, during the flood it reached 1.75 MILES wide #wilcohistory�?https://t.co/5ZCi744dql",0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0c4),1.12E+18,"BTV extends time of Flood Warning for Barton River at Coventry [VT] till Apr 17, 11:34 AM EDT https://t.co/iNqj5SMPw4",0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0c7),1.12E+18,BTV cancels Flood Warning for Winooski River at Essex Junction [VT] https://t.co/hUcJUNPeV1,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0c9),1.12E+18,MEG continues Flood Warning for S.F. Fork Forked Deer River near Halls [TN] until further notice https://t.co/XSkD87cilt,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0cc),1.12E+18,"MEG extends time of Flood Warning valid at Apr 17, 1:00 PM CDT for Obion River near Obion [TN] till Apr 18, 1:00 AM CDT https://t.co/vKZnWeWmve",0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0d0),1.12E+18,"MEG extends time of Flood Warning valid at Apr 17, 1:00 PM CDT for Obion River near Obion [TN] till Apr 18, 1:00 AM CDT https://t.co/L13xEaWMio",0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0d3),1.12E+18,MEG continues Flood Warning for S.F. Fork Forked Deer River near Halls [TN] until further notice https://t.co/TA27j4QPeI,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0d6),1.12E+18,MEG continues Flood Warning for S.F. Fork Forked Deer River near Halls [TN] until further notice https://t.co/VA1h1QY6NG,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0d9),1.12E+18,"MEG extends time of Flood Warning valid at Apr 17, 1:00 PM CDT for Obion River near Obion [TN] till Apr 18, 1:00 AM CDT https://t.co/OaXPiLdZhl",0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0dc),1.12E+18,st john river starting to flood over https://t.co/eGKiXFVXkQ,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0df),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/RbqZLfSMAT,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0e2),1.12E+18,"MEG continues Flood Advisory for Mississippi River at Memphis [TN] till Apr 28, 12:30 AM CDT https://t.co/zM3UfIt6BM",0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0e5),1.12E+18,"MEG continues Flood Advisory for Mississippi River at Memphis [TN] till Apr 28, 12:30 AM CDT https://t.co/6lZXSBXzcA",0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0e8),1.12E+18,"MEG continues Flood Advisory for Mississippi River at Memphis [TN] till Apr 28, 12:30 AM CDT https://t.co/L3RlpRyVZV",0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0eb),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/kZ2wrgBbqH,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0ed),1.12E+18,"April 16, 2019 at 12:24PMAKQ extends time of Flood Warning for James River at Richmond Westham [VA] until further notice https://t.co/zvwnImf6OS",0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0ef),1.12E+18,"PAH extends time of Flood Warning valid at Apr 17, 9:00 AM CDT for Mississippi River at New Madrid [MO] till Apr 24, 11:30 AM CDT https://t.co/XiyPmzCIx9",0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0f2),1.12E+18,PAH continues Flood Warning for Mississippi River at Thebes [IL] until further notice https://t.co/JctF9eoBcC,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0f4),1.12E+18,PAH continues Flood Warning for Mississippi River at Cape Girardeau [MO] until further notice https://t.co/B8fdDGs979,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0f6),1.12E+18,PAH continues Flood Warning for Mississippi River at Thebes [IL] until further notice https://t.co/LsM3RbOfMs,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0f9),1.12E+18,PAH continues Flood Warning for Mississippi River at Thebes [IL] until further notice https://t.co/i00Wx2v2JS,0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0fc),1.12E+18,"PAH extends time of Flood Warning valid at Apr 17, 9:00 AM CDT for Mississippi River at New Madrid [MO] till Apr 24, 11:30 AM CDT https://t.co/4EFD07tsZX",0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f0ff),1.12E+18,"PAH extends time of Flood Warning valid at Apr 17, 9:00 AM CDT for Mississippi River at New Madrid [MO] till Apr 24, 11:30 AM CDT https://t.co/O0RpxBeELe",0,,,,,,,,
ObjectId(5cb6f7b75e7539387083f102),1.12E+18,PAH continues Flood Warning for Mississippi River at Cape Girardeau [MO] until further notice https://t.co/ayxVWCMxyw,0,,,,,,,,
ObjectId(5cb6f7b85e7539387083f104),1.12E+18,PAH continues Flood Warning for Mississippi River at Cape Girardeau [MO] until further notice https://t.co/0DZV2l4Nzn,0,,,,,,,,
ObjectId(5cb6f7b85e7539387083f108),1.12E+18,The event was organized after Ernst inspected the damage resulting from flooding that devastated communities along the Missouri River #SWIowa https://t.co/rbrdMEja39,0,,,,,,,,
ObjectId(5cb6f7b85e7539387083f111),1.12E+18,"PAH extends time of Flood Warning for Ohio River at Cairo [IL] till Apr 26, 12:00 AM CDT https://t.co/kP5IgUXaND",0,,,,,,,,
ObjectId(5cb6f7b85e7539387083f113),1.12E+18,"PAH extends time of Flood Warning for Ohio River at Cairo [IL] till Apr 26, 12:00 AM CDT https://t.co/Xu9q0tKnCn",0,,,,,,,,
ObjectId(5cb6f7b85e7539387083f116),1.12E+18,AKQ extends time of Flood Warning for James River at Richmond Westham [VA] until further notice https://t.co/H3WSNy8ZNi,0,,,,,,,,
ObjectId(5cb6f7b85e7539387083f118),1.12E+18,AKQ extends time of Flood Warning for James River at Richmond Westham [VA] until further notice https://t.co/zvwnImf6OS,0,,,,,,,,
ObjectId(5cb6f7b85e7539387083f11b),1.12E+18,Alert Ready: Update: Flood Watch continued for all points along the Roseau River https://t.co/uEdSvh0gbs,0,,,,,,,,
ObjectId(5cb6f7b85e7539387083f11d),1.12E+18,"PDT extends time of Flood Warning for John Day River at Service Creek [OR] till Apr 23, 6:09 PM PDT https://t.co/5iSWcsSHhG",0,,,,,,,,
ObjectId(5cb6f7b85e7539387083f124),1.12E+18,Alert Ready: Update: Flood Warning continued for the Red River from Emerson to the Red River Floodway Channel Inlet https://t.co/RH7qAhvxcO,0,,,,,,,,
ObjectId(5cb6f7b85e7539387083f126),1.12E+18,LCH extends Flood Warning for the Calcasieu River near Salt Water Barrier [LA] https://t.co/F2nXKXNyaR,0,,,,,,,,
ObjectId(5cb6f7b85e7539387083f128),1.12E+18,"LCH extends Flood Warning for the Calcasieu River near Oberlin [LA] till Apr 19, 10:00 AM CDT https://t.co/eTrZWgUcXM",0,,,,,,,,
ObjectId(5cb6f7b85e7539387083f139),1.12E+18,ILX continues Flood Warning for Illinois River at Havana [IL] until further notice https://t.co/KQ3yfgiI8e,0,,,,,,,,
ObjectId(5cb6f7b85e7539387083f13d),1.12E+18,ILX continues Flood Warning for Illinois River at Beardstown [IL] until further notice https://t.co/XtdQ9BUoR6,0,,,,,,,,
ObjectId(5cb6f7b85e7539387083f140),1.12E+18,ILX continues Flood Warning for Illinois River at Beardstown [IL] until further notice https://t.co/3F4MVa8GTY,0,,,,,,,,
ObjectId(5cb6f7b85e7539387083f143),1.12E+18,ILX continues Flood Warning for Illinois River at Havana [IL] until further notice https://t.co/KnMZB0P3Ex,0,,,,,,,,
ObjectId(5cb6f7b85e7539387083f146),1.12E+18,ILX continues Flood Warning for Illinois River at Beardstown [IL] until further notice https://t.co/tNdy4tLL04,0,,,,,,,,
ObjectId(5cb6f7b85e7539387083f149),1.12E+18,ILX continues Flood Warning for Illinois River at Havana [IL] until further notice https://t.co/OgGNIpArxQ,0,,,,,,,,
ObjectId(5cb6f7b85e7539387083f150),1.12E+18,FSD continues Flood Warning for West Fork Des Moines River near Windom [MN] until further notice https://t.co/e02rHWB9d5,0,,,,,,,,
ObjectId(5cb6f7b85e7539387083f153),1.12E+18,"FSD extends time of Flood Warning valid at Apr 17, 1:00 PM CDT for Redwood River near Marshall [MN] till Apr 19, 7:00 PM CDT https://t.co/n4iWCrovfL",0,,,,,,,,
ObjectId(5cb6f7b85e7539387083f155),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/OX2P2t8nvm,0,,,,,,,,
ObjectId(5cb6f7b85e7539387083f157),1.12E+18,"LOT issues Flood Advisory for Illinois River at La Salle [IL] till Apr 17, 11:03 PM CDT https://t.co/24MtIs992I",0,,,,,,,,
ObjectId(5cb6f7b85e7539387083f159),1.12E+18,"LOT issues Flood Advisory for Illinois River at La Salle [IL] till Apr 17, 11:03 PM CDT https://t.co/j6E377oRzL",0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f630),1.12E+18,"LOT issues Flood Advisory for Illinois River at La Salle [IL] till Apr 17, 11:03 PM CDT https://t.co/Z99Ot3Yz1L",0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f631),1.12E+18,"LOT issues Flood Advisory for Illinois River at La Salle [IL] till Apr 17, 11:03 PM CDT https://t.co/tZqCyP3Wqi",0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f632),1.12E+18,"LOT issues Flood Advisory for Illinois River at La Salle [IL] till Apr 17, 11:03 PM CDT https://t.co/XVDCySisH7",0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f633),1.12E+18,"LOT issues Flood Advisory for Illinois River at La Salle [IL] till Apr 17, 11:03 PM CDT https://t.co/SAb2ARKNTf",0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f634),1.12E+18,"LOT issues Flood Advisory for Illinois River at La Salle [IL] till Apr 17, 11:03 PM CDT https://t.co/WbVwO1XGmb",0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f635),1.12E+18,"LOT issues Flood Advisory for Illinois River at La Salle [IL] till Apr 17, 11:03 PM CDT https://t.co/Y3FGAZHvqk",0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f637),1.12E+18,"DLH issues Flood Warning valid at Apr 17, 7:00 AM CDT for Mississippi River at Aitkin [MN] until further notice https://t.co/nYLKnUuPsr",0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f638),1.12E+18,"DLH issues Flood Warning valid at Apr 17, 7:00 AM CDT for Mississippi River naer Fort Ripley [MN] until further notice https://t.co/Ebue4jxncI",0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f639),1.12E+18,"DLH issues Flood Warning valid at Apr 17, 7:00 AM CDT for Mississippi River naer Fort Ripley [MN] until further notice https://t.co/iLk2p3z4ya",0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f63a),1.12E+18,"DLH issues Flood Warning valid at Apr 17, 7:00 AM CDT for Mississippi River at Aitkin [MN] until further notice https://t.co/eqRTNYm8eP",0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f63b),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/IIQNKRXTDh,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f63d),1.12E+18,"While talking to today's flood victims, P @ashrafghani said we have planned to build retaining walls beside #Kabul river to protect our people of floods &amp; heavy rain water. https://t.co/gHgwky6iHV",0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f63e),1.12E+18,LSX continues Flood Warning for Cuivre River at Old Monroe [MO] until further notice https://t.co/ksk3SsJQj9,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f63f),1.12E+18,LSX continues Flood Warning for Cuivre River at Old Monroe [MO] until further notice https://t.co/gp0FakUL53,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f648),1.12E+18,HUN cancels Flood Warning for Paint Rock River near Woodville [AL] https://t.co/LVntTumd6i,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f64a),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/B77o000XEw,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f64b),1.12E+18,MOB continues Flood Warning for Tombigbee River near Leroy [AL] until further notice https://t.co/wf06HVHLAx,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f64c),1.12E+18,MOB continues Flood Warning for Tombigbee River near Coffeeville Dam [AL] until further notice https://t.co/Fxev3f2nGc,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f64d),1.12E+18,MOB continues Flood Warning for Tombigbee River near Leroy [AL] until further notice https://t.co/URXKx6qqyX,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f64e),1.12E+18,MOB continues Flood Warning for Tombigbee River near Leroy [AL] until further notice https://t.co/Ip4T9hZZl7,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f64f),1.12E+18,MOB continues Flood Warning for Tombigbee River near Leroy [AL] until further notice https://t.co/EaUQNtdpe9,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f650),1.12E+18,MOB continues Flood Warning for Tombigbee River near Coffeeville Dam [AL] until further notice https://t.co/AWsx7SVdrV,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f651),1.12E+18,MOB continues Flood Warning for Tombigbee River near Coffeeville Dam [AL] until further notice https://t.co/HyJvLf1PD6,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f652),1.12E+18,MOB continues Flood Warning for Tombigbee River near Coffeeville Dam [AL] until further notice https://t.co/swBe3xnHSf,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f653),1.12E+18,Flood Warnings remain in effect for the Connecticut River at Montague and Northampton. The Connecticut River is now at minor flood stage in both locations with some minor flooding expected before falling below flood stage later tonight https://t.co/fzBhxPWa16,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f654),1.12E+18,FGF continues Flood Warning for Wild Rice River (ND) at Abercrombie [ND] until further notice https://t.co/s892GYyoPD,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f655),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/3U5lTAJeJ5,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f656),1.12E+18,LZK continues Flood Warning for Cache River near Patterson [AR] until further notice https://t.co/Bop1pfulVY,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f657),1.12E+18,LZK continues Flood Warning for Cache River near Patterson [AR] until further notice https://t.co/URmFZttKGC,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f658),1.12E+18,LZK continues Flood Warning for Cache River near Patterson [AR] until further notice https://t.co/ivW8DP1bDt,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f659),1.12E+18,"LZK extends time of Flood Warning for Black River at Black Rock [AR] till Apr 21, 7:00 PM CDT https://t.co/QsNhwhG1eI",0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f65a),1.12E+18,"LZK extends time of Flood Warning for Black River at Black Rock [AR] till Apr 21, 7:00 PM CDT https://t.co/S4aCjtY9Q7",0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f65b),1.12E+18,"LZK extends time of Flood Warning for Black River at Black Rock [AR] till Apr 21, 7:00 PM CDT https://t.co/vXXMefaj67",0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f65d),1.12E+18,LZK continues Flood Warning for White River at Augusta [AR] until further notice https://t.co/BE7b3plS7G,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f65e),1.12E+18,LZK continues Flood Warning for White River at Augusta [AR] until further notice https://t.co/kLdBrecRQT,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f65f),1.12E+18,LZK continues Flood Warning for White River at Clarendon [AR] until further notice https://t.co/guAUiIhVtT,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f660),1.12E+18,LZK continues Flood Warning for White River at Clarendon [AR] until further notice https://t.co/f7aHEK8hJq,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f661),1.12E+18,LZK continues Flood Warning for White River at Clarendon [AR] until further notice https://t.co/e9Uu7a2soS,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f662),1.12E+18,LZK continues Flood Warning for White River at Augusta [AR] until further notice https://t.co/35XeEMEaZ9,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f666),1.12E+18,LOT cancels Flood Advisory for Iroquois River at Iroquois [IL] https://t.co/cMygKZ6hhw,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f667),1.12E+18,LOT cancels Flood Advisory for Iroquois River at Iroquois [IL] https://t.co/G1EKjJjJFe,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f668),1.12E+18,LOT cancels Flood Advisory for Iroquois River at Iroquois [IL] https://t.co/uOPhjqjeZa,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f669),1.12E+18,LOT cancels Flood Advisory for Iroquois River at Iroquois [IL] https://t.co/iJ2gnJ8dhl,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f66a),1.12E+18,LOT cancels Flood Advisory for Iroquois River at Iroquois [IL] https://t.co/R8QJSqLoqs,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f66b),1.12E+18,LOT cancels Flood Advisory for Iroquois River at Iroquois [IL] https://t.co/HWUhrVf6T0,0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f66c),1.12E+18,"FWD extends time of Flood Warning for Trinity River at Trinidad [TX] till Apr 18, 1:24 PM CDT https://t.co/uGADwzc4fX",0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f66d),1.12E+18,"FWD extends time of Flood Warning for Trinity River at Trinidad [TX] till Apr 18, 1:24 PM CDT https://t.co/hzqzndVAGo",0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f66e),1.12E+18,"FWD extends time of Flood Warning for Trinity River at Trinidad [TX] till Apr 18, 1:24 PM CDT https://t.co/xpuyDrinrZ",0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f66f),1.12E+18,"FWD extends time of Flood Warning for Trinity River at Trinidad [TX] till Apr 18, 1:24 PM CDT https://t.co/7HO8ETOol8",0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f670),1.12E+18,"FWD extends time of Flood Warning for Trinity River at Trinidad [TX] till Apr 18, 1:24 PM CDT https://t.co/NYKxUK844H",0,,,,,,,,
ObjectId(5cb6f7bb5e7539387083f672),1.12E+18,The National Weather Service has posted flood warnings for the Pemigewasset River at Woodstock on Monday afternoon through the evening. https://t.co/ciq8Kwcis9,0,,,,,,,,
