_id,id,text,label
ObjectId(5cb6f7dc5e75393870841bb3),1.12E+18,"exo in .2scs??? Sold out???

jusko goodluck next concert https://t.co/yp4qDSjz83",0
ObjectId(5cb6f7dc5e75393870841bb4),1.12E+18,"#TroyeSivan I can go to  your vocal concert in Shanghai, China.__ Thanks to Mercedes-Benz. exceptation exceptationï¼ https://t.co/wpwJ6HCdq5",0
ObjectId(5cb6f7dc5e75393870841bb5),1.12E+18,This looks like an amazing series! Imagine what you could do with intelligent satellites and drones working in concert to tackle disasters or monitor wildlife #autonomy #EarthObservation https://t.co/AJy8AdpGEm,0
ObjectId(5cb6f7dc5e75393870841bb6),1.12E+18,@Khyun04092 enjoy the concert lea!__,1
ObjectId(5cb6f7dc5e75393870841bb7),1.12E+18,Sister Derby beats Patapaa__ record as she performs to about 10 people at concert in Spain https://t.co/t0J9d0y8XT,0
ObjectId(5cb6f7dc5e75393870841bb8),1.12E+18,Mac Demarco is coming to Vancouver and the concert is sold out and I'm almost definitely switching back to Spotify,0
ObjectId(5cb6f7dc5e75393870841bb9),1.12E+18,Mombasa it's your Time To Watch A Great Concert . Grab Your Passes Today at https://t.co/VT7EhzlqHw  and get ready For An Awesome Night !! Brought to you by Alishaan Entertainment . https://t.co/yfNX7S92fw,0
ObjectId(5cb6f7dc5e75393870841bba),1.12E+18,@BBCCO @JessGillamSax @southbankcentre @lachlangoudie @BramwellTovey Is the Concert Orchestra stalking Jess Gillam?  She seems to feature an awful lot.,1
ObjectId(5cb6f7dc5e75393870841bbb),1.12E+18,"@Lovestruckbts Bts fan since 2015
6 albums
1 lightstick
0 concert
0 fanmeet",0
ObjectId(5cb6f7dc5e75393870841bbc),1.12E+18,I just love it when people tell me that if I didn__ spend __ll my money_ on concert tickets I could afford so and  so...... and i don__ spend all my money on concerts! Majority of my money goes into medical supplies to keep me alive everyday,0
ObjectId(5cb6f7dc5e75393870841bbd),1.12E+18,@yoonsymphony she dropped a Live album from her Coachella concert . it contains 40 songs,0
ObjectId(5cb6f7dc5e75393870841bbe),1.12E+18,"Tickets are still available for tonight's @SemiToned concert in the Great Hall! Semi-Toned have become an award-winning a cappella sensation and we can't wait to see what they bring to the stage tonight!

https://t.co/TlIFmqPamA https://t.co/k8E4PrMWTG",0
ObjectId(5cb6f7dc5e75393870841bbf),1.12E+18,@HowardDonald my 8 year old daughter absolutely loving her first ever concert! Thank you for helping us share in this wonderful moment together!! __ she__ nearly same ages as I was when I first saw u in 1994! https://t.co/M2Xnhcop9x,0
ObjectId(5cb6f7dc5e75393870841bc0),1.12E+18,"https://t.co/xhFJ8EzAjt're so charming,you always make me happy everytime I watch your videos on youtube,I went to your concert in 2019 here in indonesia..RM, Jin,Suga,Jhope,Jimin, V, and Jungkook..I wish to see you in person to hug you and to say 'I LOVE U'..Amin____ @BTS_twt https://t.co/CUKWaNTp1s",0
ObjectId(5cb6f7dc5e75393870841bc1),1.12E+18,@aucklandadrian @ThreeNewZealand You should use a VPN if anyone is in NZ. A lot of people missed bits that we should see and not be overlayed by fricken ads. Presenters are just as bad--its a concert not a talk show. Just my opinion...,0
ObjectId(5cb6f7dc5e75393870841bc2),1.12E+18,"-

Baekhyun was scrolling through his twitter, seeing all the updates from last nights concert (that he attended). Then he came across this tweet...

__/hunniesangel is the best fansite, I don__ make the rules_ 

Baekhyun, for a fact, was offended. He looked at the replies under-",0
ObjectId(5cb6f7dc5e75393870841bc3),1.12E+18,"@KPOP284 @allkpop @SJofficial What is the use of yt views if fan only can watch them through it? But SJ sing, do concert more than 100th times, variety show,drama,fanmeet all at one that just debut idol &amp; billboard winner can't do at once. SJ months income more than yt views",0
ObjectId(5cb6f7dc5e75393870841bc4),1.12E+18,#YouAreUs #arohanui concert #ChristchurchMosqueAttack #Christchurch @1stanwalker @SethHaapu love the cover guys,1
ObjectId(5cb6f7dc5e75393870841bc5),1.12E+18,@BIGHITAudition @BigHitEnt I think you put Sydney in there by mistake. It was supposed to be in the Speak Yourself concert posters.,0
ObjectId(5cb6f7dc5e75393870841bc6),1.12E+18,we showed all the videos we took to my mum and just chatted about shawn &amp; the concert for a while it was great,0
ObjectId(5cb6f7dc5e75393870841bc7),1.12E+18,"@NavigatingBaby @DaddyPoppinsBlg @RobinsoMartina @followourpath @Devman33 @DorkusRob @moderndadpages @kellykennedy411 @jdstalnaked @drivethruadvice @MaryJustice86 @jazzieyay @BloggingMamaR @SarahcasticMom @hallissyc @LeeSwaneyBeReal @ErinGoddard7 @15and9smom @Will_work_4_zzz @cynthia_xjane @MrsLola_O @sah_nursemom @MomO5Tiff @milliondollrfam @PrettyRambler @HoneeBee123 @of_ramblings @Countrifiedgent @beans_rae @jandersbooks @WinterRae82 @Wendys @Pickinguptoys @Musings_of_wine @TKSoundGuy @SussexStomach @mixedupmummy28 @onehullofadad @thebusypapa @HooksandDragons @reallylolo @ADuvsLife @CuddleFairy @nottinghilldady I suppose it depends. There are pros and cons. It's great being able to see every first, every sports event, play and concert etc.

I had no choice. Before I met the Mrs I had 3 jobs.",0
ObjectId(5cb6f7dc5e75393870841bc8),1.12E+18,@65Ryeosomnia You guys should post more on FB. I think you are more likely to find interested people there! __ More people who may not know about the concert. Can make a poster kind of thing and put it in many groups on fb,0
ObjectId(5cb6f7dc5e75393870841bc9),1.12E+18,"Kpop fan since never 
Will never get an album 
Wtf is a lightstick 
Never EVER going to a concert 
And NEVER GOING TO A FAN MEET 

#notakpopfan",0
ObjectId(5cb6f7dc5e75393870841bca),1.12E+18,"Hi! I__ selling these Twice photocards. I really need money for their concert this June.
PH only
Price is negotiable
DM me for questions
Meet ups will depend on your location
Shipping: 160-mm; 200-province
MOP: Palawan or LBC
@oncehq help po https://t.co/1iOjRV1KUC",0
ObjectId(5cb6f7dc5e75393870841bcb),1.12E+18,"_25 April @ 8:30pm KST - 2:30pm LB:
Fansign

_26 April @ 5pm KST - 11am LB:
Music Bank

_28 April @ 7pm KST - 1pm LB:
Inkigayo Super Concert in Gwangju 

(Links will be posted soon please keep the notifications on)",0
ObjectId(5cb6f7dc5e75393870841bcc),1.12E+18,"@anthoknees Trust, i know. Same way i felt when i watched the concert online all 10 times ______",0
ObjectId(5cb6f7dc5e75393870841bcd),1.12E+18,"She has no remorse for what had happened to all them people what got blown up at the concert,saying they got what they deserved! And you reckon she has the right for legal aid god you make me sick!suppose if you daughter or son was one of the victims you'd still give her it! TWAT",0
ObjectId(5cb6f7dc5e75393870841bce),1.12E+18,@jessy_brudi I__l let you know if I__l have the stickers after the Moscow concert~ but I promise I__l open the sales in July again (including something new__ï¼,0
ObjectId(5cb6f7dc5e75393870841bcf),1.12E+18,"@starrybandito So wait, was it your first time seeing tÃ¸p in concert?",0
ObjectId(5cb6f7dc5e75393870841bd0),1.12E+18,@iamcardib Word. Hey bday twin. I got a front row seat at the Baltimore concert May 24. I hope to be jumping on stage don__ be alarmed,1
ObjectId(5cb6f7dc5e75393870841bd1),1.12E+18,I can hear the You Are Us - Aroha Nui benefit concert from my house. I hope the funds raised are going to the families affected in #Christchurch.,0
ObjectId(5cb6f7dc5e75393870841bd2),1.12E+18,SOLI SAID ME AND TRINITY WHEN WE MEET UP FOR THE CONCERT OHYMGODNFKNRTNBDJD https://t.co/Yd67zGXcfV,1
ObjectId(5cb6f7dc5e75393870841bd3),1.12E+18,@fanstanetwork @TickPick Hi @fanstanetwork I wouldn't be able to attend the #BBMAsFAxTP #BBMAs due to some reasons yet I would really love to have @lauvsongs ticket for his concert here in cebu please for me and my little brother this coming May 21. This would be my happiest day. Thank you for the ga__ https://t.co/dHJ0IMDfRZ,0
ObjectId(5cb6f7dc5e75393870841bd4),1.12E+18,i can__ believe the concert is 10 days away eYE https://t.co/WQfWvl9XvF,0
ObjectId(5cb6f7dc5e75393870841bd5),1.12E+18,"When I have no time to change my clothes at a live concert or a photoshoot, it's hard to wear a kimono.",0
ObjectId(5cb6f7dc5e75393870841bd6),1.12E+18,__ Every  concert,0
ObjectId(5cb6f7dc5e75393870841bd7),1.12E+18,@boogietweets Do you still love it if I told you that__ what I wore to a metro station concert,0
ObjectId(5cb6f7dc5e75393870841bd8),1.12E+18,"NO OFFENSE BUT BTS, YOONMIN SELCAS, TAEKOOK ELCAS, NAMJIN SELCAS, JIKOOK SELCAS, SOPE SELCAS, BTS ALBUMS, AND A VIP BTS CONCERT ACTUALLY SUCKS SO MUCH https://t.co/4xAtfBGvyt",0
ObjectId(5cb6f7dc5e75393870841bd9),1.12E+18,"@EmeritusCirice ""Life Eternal"" moved me to tears live, this one is the second song from the ritual I attended, that left my face wet with tears. Beautiful song, and sung to perfection. As the entire concert was, amazing, glorious, melodic perfection.",1
ObjectId(5cb6f7dc5e75393870841bda),1.12E+18,"Wed 4/17/19-Day 5, 3rd Grade ELA PSSAs, Kdg, 1st, and 3rd Strings Concert at 6:30pm in the HS auditorium ____ https://t.co/C0Nw8U38Xi",0
ObjectId(5cb6f7dc5e75393870841bdb),1.12E+18,"I am selling e-ticket  for BTS  concert in Paris on 8/06
CARRE OR 
E6 ROW 53 
DM if you are interested
#btsparis https://t.co/wALIpCTqaP",0
ObjectId(5cb6f7dc5e75393870841bdc),1.12E+18,"In 30 days at this time we will be heading to Jersey for  #BTS concert! Still feels unreal. 11mths ago these beautiful souls changed my life, I'm forever grateful. Saranghaeyo &lt;MamaV&gt; #JUNGKOOK #TAEHYUNG #JIMIN #NAMJOON #JIN #JHOPE #YOONGI @BTS_twt",0
ObjectId(5cb6f7dc5e75393870841bdd),1.12E+18,This year I__ going to my first rave and country concert ___,0
ObjectId(5cb6f7dc5e75393870841bde),1.12E+18,"i had a dream about them,i was able to attend their concert here in the Philippines but after that dream,i__e read that they doesn__ have a ly tour here :&lt; https://t.co/vqJnNuejvZ",0
ObjectId(5cb6f7dc5e75393870841bdf),1.12E+18,"bts fan since 2016 _¤ª_¤ª
2 albums
0 lightstick
"" concert
"" fanmeets https://t.co/CLvXaV7gFi",0
ObjectId(5cb6f7dc5e75393870841be0),1.12E+18,my dad couldn__ stop singing nervous haha he loved the concert sm he wants to go to another one and he now gets why i beg my parents for tickets for more than one show _¤ª__,0
ObjectId(5cb6f7dc5e75393870841be1),1.12E+18,"__this might be long overdue but meet my MJA's babies, here's to many more bangtan concert together__ https://t.co/uzQYVeYMXl",0
ObjectId(5cb6f7dc5e75393870841be2),1.12E+18,I can__ believe @the1975 played undo at the Vegas concert; they never play that song live and it just so happened I was there to witness it ______,1
ObjectId(5cb6f7dc5e75393870841be3),1.12E+18,"@JAYBUMAOM Please tell me is not true! I need to go to your concert before that, at leassssst",0
ObjectId(5cb6f7dc5e75393870841be4),1.12E+18,"Am I really gonna miss a couple days of school just to fly to LA for a concert?

Yeah, I am.",0
ObjectId(5cb6f7dc5e75393870841be5),1.12E+18,"beyoncÃ©__ really hitting me rn with post concert depression a full ass year after the concert,, i miss her set so much what the fuckkk https://t.co/dRpPQPlbRJ",0
ObjectId(5cb6f7dc5e75393870841be6),1.12E+18,"@NCTsmtown_127 Have fun my SUPERBOYY _¤ï_
Take careee and fighting!!
We're sorry can't go there to meet you in concert __  
But we'll always support you ______",0
ObjectId(5cb6f7dc5e75393870841be7),1.12E+18,New Video! Fortnite Marshmello Concert! (and the Dub) https://t.co/5YfgZ5LvuQ,1
ObjectId(5cb6f7dc5e75393870841be8),1.12E+18,"I had not yet managed to sort the photos from the concert into folders, already teasers &amp;... pre-order?! They are in such a hurry, it feels like someone wants to leave for three months for the summer holidays,haha
But I think that we are really waiting for the World Tour__
#NUEST",1
ObjectId(5cb6f7dc5e75393870841be9),1.12E+18,"@TheStone197 Like yes the song is good but TACT. They have plenty of hits. Idk, just shows a little lack of thought to me though I have enjoyed them otherwise and are thankful they__e doing a benefit concert",1
ObjectId(5cb6f7dc5e75393870841bea),1.12E+18,@SonyaDoherty hi Sonya I'm a big fan of take that I've never been to a concert in my life,0
ObjectId(5cb6f7dc5e75393870841beb),1.12E+18,@RBW_MAMAMOO HAPPY BIRTHDAY WHEEIN LOVE YOU SO MUCH AND GOOD LUCK WITH THE CONCERT_______¤ï__¤ï_ #HAPPYWHEEINDAY https://t.co/awywwrPsxu,0
ObjectId(5cb6f7dc5e75393870841bec),1.12E+18,"As the exclusive agent to promote and sell this event in Lebanon, Travelbook proudly announce you that we still have few seats available for the outstanding 2days concert!
______ ________ ______________________ ________:
01/310602-3-4
05/811003-4
____ ________________: 76742289 https://t.co/HPEjZtllCc",0
ObjectId(5cb6f7dc5e75393870841bed),1.12E+18,New LS? new concert hm,0
ObjectId(5cb6f7dc5e75393870841bee),1.12E+18,"half drove home from a mr. eazi concert, half watched homecoming on the way home because i have no sense",0
ObjectId(5cb6f7dc5e75393870841bef),1.12E+18,Tomorrow Lunchtime Concert Scarborough Library The Emerald Isle with violinist Phillip Mindenhall organist Howard Beaumont and many guests 12 30pm admission by donation on the door #Scarborough https://t.co/gxN5pvGdEX,0
ObjectId(5cb6f7dc5e75393870841bf0),1.12E+18,My first concert was a one direction concert. I miss harry,1
ObjectId(5cb6f7df5e75393870841ea2),1.12E+18,I believe Lola when she says she__ dizzy from screaming__________ I thought she was going to pass out at the Global Citizen concert,1
ObjectId(5cb6f7df5e75393870841ea4),1.12E+18,"Not gonna lie, last time I tried to watch a Netflix concert movie (tswift) late at night, I fell asleep.",1
ObjectId(5cb6f7df5e75393870841ea6),1.12E+18,_ _ Florence + the Machine: NPR Music Tiny Desk Concert _ https://t.co/4nfHYDuoB9,0
ObjectId(5cb6f7df5e75393870841ea8),1.12E+18,Good day! https://t.co/BF81q8TaSV,0
ObjectId(5cb6f7df5e75393870841ea9),1.12E+18,@QuietSeclusion Btw...I have some images from the first yrs Bowie tribute concert at the 02 if you want to use any images. Here's an example.. https://t.co/3lDgjrdoMi,0
ObjectId(5cb6f7df5e75393870841eab),1.12E+18,I still dont have money for twice concert rip pls let me see twiceuu,0
ObjectId(5cb6f7df5e75393870841ead),1.12E+18,"SAVE the DATE
SECURE your TICKET
be THIER DATE
On the WORLD TOUR CONCERT______
#TNTBoysTheWorldTour https://t.co/vcs7Gh1dCC
#TNTBoys 
#TNTBoysTheWorldTour https://t.co/dxVxz5SdCa",0
ObjectId(5cb6f7df5e75393870841eaf),1.12E+18,"#arohanui for all those phones at the concert, not a lot of photos/vid from the concert on Twitter lol",0
ObjectId(5cb6f7df5e75393870841eb1),1.12E+18,"The concert on 27 April is a rare opportunity to hear Caernarfon Male Voice Choir and its 50 voice party perform a varied concert alongside it's popular local host Guernsey Welsh Male Voice Choir.
Tickets: https://t.co/FSIGBInH1y
#choir #choral #welshchoir #singing https://t.co/IR20e4exPf",0
ObjectId(5cb6f7df5e75393870841eb3),1.12E+18,I just wondered if jellyfish will released a dvd version of gugudan play concert? Or is there any? @playjellyfish,0
ObjectId(5cb6f7df5e75393870841eb5),1.12E+18,Incredible emotion yesterday receiving a shower of roses from the audience after the final concert of MatthÃ¤us Passion. Bravo to all participants for an amazing week ! And Thank you @osesp for ending so beautifully our 3 years of close relation in my position as associate artist. https://t.co/9oNRM7cwOE,1
ObjectId(5cb6f7df5e75393870841eb7),1.12E+18,"Join @sniperstorm the General on the 1st of June at Longchen Plaza from 9am to 5:30 as he performs at the Nhaka yehupenyu benefit concert. Remember to bring your admission fee in the form of stationary.
#Nhakayehupenyu2ndedition #artistforeducation https://t.co/KzIBHa0AYL",0
ObjectId(5cb6f7df5e75393870841eb9),1.12E+18,"This was by far the best day of my life. The concert was phenomenal. The level of professionalism they have. Wow. I will never forget this. Let's hope to see each other again next year _
#ATEEZinBudapest #ATEEZinEUROPE #ATEEZinHungary https://t.co/wQSMfEBBHi",1
ObjectId(5cb6f7df5e75393870841ebb),1.12E+18,@juux @das_munch I have to go to a comedy concert on mine this year but I can't really be bothered,0
ObjectId(5cb6f7df5e75393870841ebd),1.12E+18,I actually felt short asf today for the first time in my life. Most people at the concert were taller then me__,1
ObjectId(5cb6f7df5e75393870841ebf),1.12E+18,"@Beyonce runs the world.
Netflix planned a full revamp for the release of this docu-concert and
i am all the way here for this. https://t.co/3Sw9AQAtv8",0
ObjectId(5cb6f7df5e75393870841ec0),1.12E+18,"@BTS_twt You do concert in a lot of countries &amp; also tweet about them but here in Pakistan you can't do a concert but you can dedicate a TWEET to us, to all the #PakistaniARMYs . You say you love your ARMYs, so if you really mean it, do it @BTS_twt @BigHitEnt @bts_bighit",0
ObjectId(5cb6f7df5e75393870841ec2),1.12E+18,"#PrinceArmy Late-night jam at the Jazz Cafe after his main concert at the 41st Montreux Jazz Festival, in Montreux, Switzerland - July 17th, 2007. Photo Â©Laurent Gillieron

__ue Funk Soldier?
Follow @ThePrinceArmy
We March 4 The Funk! https://t.co/yEgBMBnPCF",0
ObjectId(5cb6f7df5e75393870841ec4),1.12E+18,My dad DEDASS threatened me and my mx concert bc I just passed maths like mcxuse me did you not see the A__ I got for the rest of my subjects??? Swear my parents only look for the negative ____,-1
ObjectId(5cb6f7df5e75393870841ec6),1.12E+18,Ima stay up all night and finish these writing assignments after that zedd concert hehe,0
ObjectId(5cb6f7df5e75393870841ec8),1.12E+18,"If JJ wont wear these earrings at the concert, shirtless better, then whats the point https://t.co/N4z7oRNZE1",0
ObjectId(5cb6f7df5e75393870841eca),1.12E+18,Anyway I had a horrible dream you stopped talking to me and you missed the concert? @hobioneseok is there something you are not telling me? Do we need a couple therapy? That concert is too important,0
ObjectId(5cb6f7df5e75393870841ecc),1.12E+18,@sweetnercompany No you have to have a concert ticket x,0
ObjectId(5cb6f7df5e75393870841ece),1.12E+18,@ShawnMendes good morning shawn _¤ï__¤ï_ hope u have a lovely day today and don__ ever forget how much we love u for who u are not for being someone ur not. hope the concert goes well in london tonight. love u sm xxx,0
ObjectId(5cb6f7df5e75393870841ed0),1.12E+18,"@kellyyguardiano @_yandoru @micaela_eduvala @razaec_ ASDFGHJKL EDI MALAPIT NA CONCERT!!! UGH TAKE MY MONEY!

ERROR 404: MONEY NOT FOUND!",0
ObjectId(5cb6f7df5e75393870841ed2),1.12E+18,"omg sunday i have a concert till late night, and then driving monday morning, work, and dance till late night, and tuesday morning i have driving, work and dance recording- which i don't even have time to practice for on sunday- fucking d*e. i'm dead.",1
ObjectId(5cb6f7df5e75393870841ed4),1.12E+18,"I'm a Kpop fan since early 2017? and

0 lightstick
1 album
0 concert attended
!!!!!! __ https://t.co/rRnmSvyUmS",0
ObjectId(5cb6f7df5e75393870841ed6),1.12E+18,Me handling this concert https://t.co/wz6F6mr9Ej,1
ObjectId(5cb6f7df5e75393870841ed8),1.12E+18,"@flowerpetalpjm BTS fan since 2013
1 album
0 lightstick
1 concert (+ 1 upcoming)
1 Burn The Stage:the movie @ the cinema
1 muster DVD
2 BT21 goodies (got them for free tho __)
1 Love yourself tour zipper hoodie
0 fanmeeting",0
ObjectId(5cb6f7df5e75393870841eda),1.12E+18,"M: [reminiscing about an encounter with Neil at an earlier concert] I said, __eil, you__e a very
sexy man,_ and you ?ashed your Calvin Kleins at me.

Neil: I probably did. It was 20 years ago. I was only 40.",0
ObjectId(5cb6f7df5e75393870841edc),1.12E+18,also if ver.3 doesn__ support wiyth that means we need to line up to connect the lightstick for the concert ______,0
ObjectId(5cb6f7df5e75393870841edd),1.12E+18,Don't forget Bey gave yall an aria an hour in to a high octane concert #BEYONCEHOMECOMING,1
ObjectId(5cb6f7df5e75393870841edf),1.12E+18,@idolroom_jtbc I dont wanna ask . But please come to malaysia and dont cancel the concert again . ____,0
ObjectId(5cb6f7df5e75393870841ee1),1.12E+18,"IN CONCERT - Sunday, April 21 @HandlerySD - L.A. Guitarist Steve Cotter with vocalist Marina Pacowski and Portland bassist Tom Wakeling&gt;Steve Cotter | Pasadena Conservatory of Music https://t.co/4kzBO8iIhZ

Jazz Night Wednesday @Jazz88 4/17&gt;https://t.co/thrSHzEs9D https://t.co/vkjG5gK9Du",0
ObjectId(5cb6f7df5e75393870841ee3),1.12E+18,@mihlalii_n are you okay after that Drake concert thou __ just thought I should check up on you sis,0
ObjectId(5cb6f7df5e75393870841ee5),1.12E+18,"those TGS concert photos of Ri, its always making me emotional and gloomy.",0
ObjectId(5cb6f7df5e75393870841ee7),1.12E+18,The Do's &amp; Don'ts of Concert Etiquette for Kids - To Go or Not to Go? To Leave or Not to Leave? https://t.co/H7sFBeoyGy #concertetiquette #parenting https://t.co/ZcPXlIH562,0
ObjectId(5cb6f7df5e75393870841ee9),1.12E+18,@selva3bd i saw this hologram concert 4 times! its incredible. and the first time i saw it in seoul then i was the one who was dragged on the stage and jiyong sang to me and we kissed under the umbrella. lmao it was so embarrassing but a great memory,1
ObjectId(5cb6f7df5e75393870841eeb),1.12E+18,the fans who attended the concert are really REALLY lucky im sobbing rn https://t.co/8Re2R1ZlPj,0
ObjectId(5cb6f7df5e75393870841eed),1.12E+18,"After the lecture, a concert. Nice!  people from as far away as Brazil and Portugal were there for this lecture. I think it was part of a UNESCO program to save minority ethnic_ https://t.co/zcQdHCZh8e",1
ObjectId(5cb6f7df5e75393870841eee),1.12E+18,Diamond Live Concert Series honored by American Resort Development_Association https://t.co/UnP70NRoS8 https://t.co/FbPATvwP0Y,0
ObjectId(5cb6f7df5e75393870841ef0),1.12E+18,no offense but taemin concert in manila actually sucks https://t.co/Dd4DrD66hT,1
ObjectId(5cb6f7df5e75393870841ef2),1.12E+18,"New post (The 'Beauty in the Best' concert cast is a dream, including  Zooey Deschanel as Belle) has been published on Beauty Questions Information Answers - https://t.co/1lKLGXtjk0 https://t.co/rKIDjm62wn",0
ObjectId(5cb6f7df5e75393870841ef4),1.12E+18,"For those who will go to Dream concert pls have a little practice first, Woohyun suruh korang berlatih okay ~~~",0
ObjectId(5cb6f7df5e75393870841ef6),1.12E+18,Tomorrow Lunchtime concert this is the final concert as Frank the pianist is retiring thanks to everyone for 21 fantastic years at Scarborough Library#scarborough,0
ObjectId(5cb6f7df5e75393870841ef8),1.12E+18,"Yo, Marina! I'ma tell my dad to build us a concert stage here!",-1
ObjectId(5cb6f7df5e75393870841ef9),1.12E+18,Today I went to an amazing concert to see @katzuoso and @WEARENOTSALES  It was incredible and I will never forget it. https://t.co/5PZuKkLoGR,1
ObjectId(5cb6f7df5e75393870841efb),1.12E+18,@btspresso_ @heartland94_rm @_SUGALOVER_ @jinKissLetsgo @haru130613_ @PredesTINAte95 @StepByStep0901 @BTS_twt hi how will we get them on the concert?? sorry im new to this. are you yourself going to be there handing them out? :0,-1
ObjectId(5cb6f7df5e75393870841efd),1.12E+18,STOP WHATEVER YOU'RE DOING. Go to #Netflix and watch the Queen of the universe in the two most epic performances #Coachella or any other live concert has EVER SEEN. OMFG. #BeyonceHomecoming,-1
ObjectId(5cb6f7df5e75393870841eff),1.12E+18,#YouAreUs #arohanui concert #ChristchurchMosqueAttack #Christchurch 'don't forget your roots my friend' 'don't forget your family' @SIX60,-1
ObjectId(5cb6f7df5e75393870841f01),1.12E+18,"@jmcelroy1102 And incidentally the focus on the 3 R's, and cuts, are squeezing out music from the curriculum, which is a tragedy. Take the kids to a concert or play them Peter &amp; the Wolf &amp; discuss it, much better use of time than teaching these obscure grammar labels.",-1
ObjectId(5cb6f7df5e75393870841f03),1.12E+18,"I wanted the soundtrack of the concert as soon as the credits began rolling. BeyoncÃ©__ Coachella set filtered her sound through the halftime of an HBCU football game, and everyone should be able to feel that swag walking down the street or on the freeway. https://t.co/8iZA8ZWwhm",-1
ObjectId(5cb6f7df5e75393870841f05),1.12E+18,"Eight Days Na lang!! Excited na ba kayo? Pero bago yan, Twitter Party muna, Simulan natin ang Countdown for ""A life full of Kisses"" Solo Birthday Concert by using the OFC Hashtag

#ALifeFullofKISSES8DaysToGo 

_ Always Tag/Mention @KissesDelavin 
_ Copy &amp; Tweet the Correct Tag https://t.co/lUhrmVWpwH",-1
ObjectId(5cb6f7df5e75393870841f07),1.12E+18,@aoi_bada0909 @withSUJU_ i think m'sia elfs quite lucky to have D&amp;E concert. they are not coming to SG sadly. i also think maybe they want to see if the market in m'sia good enough for sushow. I hope m'sia have sushow too. Are u from m'sia? =),-1
ObjectId(5cb6f7df5e75393870841f09),1.12E+18,The reportedly unannounced 40-song live album comes the same day as the debut of her Netflix 'Homecoming' concert documentary. https://t.co/wByDrb2D52,-1
ObjectId(5cb6f7df5e75393870841f0b),1.12E+18,"me preordering EXO lightstick ver.3 knowing i'll probably never going to attend their concert. @weareoneEXO #EXO #___
https://t.co/8yZLbxt3Yj",-1
ObjectId(5cb6f7df5e75393870841f0d),1.12E+18,"Focus tayo sa sold out concert natin 

@KissesDelavin
#ALifeFullofKISSES8DaysToGo",0
ObjectId(5cb6f7df5e75393870841f0f),1.12E+18,.@lauvsongs LAUV IM GOING TO MEET YOU IM SO HAPPY TO KNOW IM GOING TO YOUR CONCERT I LOVE YOU SO MUCH I LOVE YOUR MUSIC I SCREAM EVERYTIME I HEAR IM SO TIRED ON THE RADIO THESE DAYS YOURE A BLESSING IN THE MUSIC INDUSTRY I LOVE YOU I LAUV YOU~~~~~ ______,1
ObjectId(5cb6f7df5e75393870841f11),1.12E+18,@BTS_twt BTS plz You can't do a concert here but A tweet will also do it. Plzzzzz BTS #PAKISTANIARMYS really love. You if you will do it we will understand that you love all of your ARMS equally. @BTS_twt @BigHitEnt @bts_bighit plz bts https://t.co/hwo0k3pS3G,-1
ObjectId(5cb6f7df5e75393870841f13),1.12E+18,__&amp;E Concert 'The D&amp;E' in Kuala Lumpur ___ä¸_¸¸_  #TheDNEinKualaLumpur Join this contest to win TWO tickets! https://t.co/sHSVQSa7CL,-1
ObjectId(5cb6f7df5e75393870841f15),1.12E+18,I legit hate every single person who was at the 1975 concert tonight ______________,1
ObjectId(5cb6f7df5e75393870841f17),1.12E+18,"One more time everyone who's going and see Shawn tonight have a wonderful time, enjoy every second and the beauty of this concert ______",0
ObjectId(5cb6f7df5e75393870841f19),1.12E+18,"@ManUnitedWorld its comes down to what the club hierarchy, their concert is js making billions of money in form of profits annualy",-1
ObjectId(5cb6f7df5e75393870841f1a),1.12E+18,I wish i can teleport to korea to watch mamamoo's concert. I really miss them. Today i failed purchasing  wheein's stuff also...__ what a bad luck,0
ObjectId(5cb6f7df5e75393870841f1c),1.12E+18,"I__e been saving for a neo city concert so if nct doesn__ hold an asia tour I__ gonna stan another group __

jk I__ gonna love these dorks for the rest of my live. https://t.co/YsTXPjoyTw",-1
ObjectId(5cb6f7df5e75393870841f1e),1.12E+18,"@Thelastword1962 @bbcproms @JackieMorrisArt We__e been sworn to silence until today! Very excited that The Lost Words is becoming a Prom concert _ with dramatisation, new commissions and an amazing cast of musicians, composers and actors.",0
ObjectId(5cb6f7df5e75393870841f20),1.12E+18,It was amazing concert yesterday! Thanks for the great show!!! @ENTERSHIKARI #entershikari #concert #saarbrÃ¼cken #garagesaarbrÃ¼cken https://t.co/QGrwVDCU92,1
ObjectId(5cb6f7df5e75393870841f22),1.12E+18,Someone correct me if I'm wrong but is #HOMECOMING the first recorded BeyoncÃ© concert we've had since Live at Roseland?,1
ObjectId(5cb6f7df5e75393870841f24),1.12E+18,"Don__ miss this amazing concert and all in aid of the Nightingale Macmillan Unit at Derby Hospital 

Tickets are on sale now!  Call to book or reserve your tickets today... https://t.co/fO4qdNi8EA",0
ObjectId(5cb6f7df5e75393870841f26),1.12E+18,I__ dead. I been watching this shit for a hour and feel like I still got a longways to go of her show. She got me tired n ready for the bed just like her concert..,-1
ObjectId(5cb6f7df5e75393870841f28),1.12E+18,"Check out new work on my @Behance portfolio: ""Grand Concert Vol. 7 (No Edit Photos)"" https://t.co/fdOQd780RU",-1
